Estación,Título,latitud,longitud,Fecha,Periodo,xx1,xx2,xx3
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,21,2,7,104
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,20,2,7,89
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,19,9,6,87
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,18,11,7,29
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,17,1,5,137
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,16,6,7,84
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,15,12,5,148
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,14,3,5,110
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,13,8,5,46
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,12,1,5,50
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,11,8,6,70
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,10,1,5,22
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,9,7,5,44
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,8,19,6,84
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,7,11,6,62
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,6,18,5,50
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,5,11,5,27
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,4,14,5,81
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,3,3,7,35
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,2,2,6,125
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-04,1,9,6,100
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,24,5,5,141
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,23,10,6,144
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,22,9,6,52
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,21,6,5,149
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,20,6,7,97
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,19,8,5,26
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,18,9,6,118
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,17,1,6,146
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,16,4,7,75
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,15,12,6,135
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,14,16,7,72
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,13,2,6,20
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,12,19,5,139
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,11,1,5,30
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,10,7,6,27
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,9,15,6,115
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,8,18,7,106
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,7,12,5,142
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,6,18,7,147
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,5,17,7,140
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,4,7,5,149
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,3,3,6,155
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,2,3,6,41
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-03,1,2,5,40
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,24,0,7,156
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,23,10,7,19
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,22,16,7,26
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,21,2,5,109
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,20,18,6,33
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,19,18,6,112
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,18,4,7,18
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,17,10,7,93
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,16,6,6,26
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,15,8,5,152
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,14,12,6,125
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,13,11,5,97
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,12,8,7,36
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,11,10,6,97
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,10,11,6,75
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,9,13,7,63
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,8,9,7,50
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,7,0,5,126
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,6,0,5,141
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,5,16,5,94
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,4,16,6,135
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,3,11,7,82
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,2,0,5,143
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-02,1,9,5,115
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,24,9,6,77
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,23,17,5,92
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,22,17,6,118
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,21,14,5,137
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,20,16,6,51
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,19,16,5,89
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,18,7,5,116
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,17,11,5,132
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,16,11,5,134
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,15,10,7,38
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,14,11,7,133
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,13,18,6,137
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,12,1,7,128
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,11,18,6,63
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,10,19,7,114
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,9,14,7,32
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,8,7,7,71
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,7,5,7,106
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,6,12,7,88
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,5,17,5,68
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,4,9,6,107
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,3,10,7,71
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,2,2,6,119
1,Estación Avenida Constitución,43.529806,-5.673428,2020-04-01,1,0,6,29
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,24,17,7,36
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,23,8,6,137
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,22,14,5,74
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,21,0,5,138
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,20,6,6,59
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,19,1,6,135
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,18,6,7,138
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,17,18,5,105
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,16,0,5,68
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,15,12,7,124
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,14,14,5,139
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,13,3,6,110
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,12,1,5,88
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,11,0,5,150
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,10,15,6,147
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,9,6,7,112
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,8,8,6,50
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,7,11,7,45
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,6,6,7,150
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,5,18,7,50
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,4,19,5,115
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,3,17,7,93
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,2,5,7,102
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-31,1,18,5,69
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,24,10,5,91
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,23,16,7,32
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,22,7,7,61
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,21,13,6,145
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,20,0,5,95
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,19,0,6,67
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,18,15,5,103
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,17,18,5,131
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,16,13,6,48
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,15,5,7,122
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,14,15,7,87
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,13,4,5,42
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,12,5,7,149
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,11,2,7,83
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,10,2,6,127
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,9,3,5,157
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,8,8,7,42
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,7,8,7,42
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,6,9,7,124
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,5,4,6,49
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,4,1,7,143
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,3,6,5,42
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,2,19,6,156
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-30,1,1,6,25
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,24,13,7,155
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,23,15,6,64
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,22,10,7,115
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,21,4,6,107
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,20,17,5,124
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,19,17,6,58
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,18,5,7,135
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,17,4,5,40
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,16,10,5,21
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,15,6,6,137
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,14,4,7,42
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,13,12,5,75
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,12,15,6,17
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,11,6,6,72
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,10,8,6,43
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,9,17,7,41
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,8,6,7,24
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,7,3,5,134
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,6,8,6,112
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,5,1,7,53
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,4,14,6,90
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,3,9,5,133
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,2,7,5,96
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-29,1,9,7,151
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,24,0,5,50
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,23,15,6,154
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,22,12,6,57
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,21,13,7,49
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,20,8,5,60
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,19,10,7,153
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,18,11,6,81
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,17,6,7,82
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,16,0,7,43
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,15,4,7,32
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,14,9,7,24
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,13,0,5,124
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,12,11,5,57
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,11,3,5,152
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,10,14,7,53
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,9,15,7,153
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,8,9,6,109
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,7,11,5,43
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,6,1,7,127
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,5,4,6,45
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,4,11,5,97
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,3,15,7,20
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,2,2,6,19
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-28,1,18,5,150
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,24,19,5,152
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,23,4,6,107
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,22,11,5,125
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,21,18,7,21
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,20,19,7,20
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,19,5,7,130
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,18,18,5,137
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,17,12,6,20
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,16,6,6,37
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,15,11,5,69
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,14,10,7,89
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,13,14,5,30
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,12,18,6,28
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,11,4,5,46
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,10,18,5,19
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,9,6,5,124
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,8,0,7,135
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,7,8,5,114
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,6,2,6,121
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,5,5,5,119
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,4,15,5,41
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,3,19,6,30
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,2,4,6,35
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-27,1,3,5,37
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,24,4,5,65
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,23,12,6,83
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,22,17,6,62
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,21,2,5,32
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,20,4,7,32
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,19,18,6,105
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,18,3,6,97
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,17,15,6,83
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,16,18,5,54
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,15,16,6,22
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,14,6,5,140
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,13,17,7,123
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,12,12,5,114
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,11,1,7,98
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,10,9,5,142
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,9,10,7,72
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,8,16,6,81
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,7,1,5,128
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,6,2,6,69
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,5,6,5,52
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,4,19,7,41
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,3,0,6,115
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,2,7,7,95
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-26,1,2,7,44
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,24,8,6,142
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,23,10,5,79
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,22,0,5,55
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,21,2,6,102
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,20,7,7,148
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,19,13,5,52
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,18,9,7,151
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,17,2,6,77
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,16,17,6,27
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,15,6,5,74
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,14,11,5,67
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,13,17,6,52
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,12,7,6,125
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,11,15,7,121
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,10,5,5,74
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,9,14,7,62
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,8,11,7,58
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,7,13,5,113
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,6,2,6,67
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,5,6,6,141
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,4,16,6,124
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,3,8,6,130
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,2,19,6,32
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-25,1,2,5,151
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,24,16,6,60
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,23,17,7,78
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,22,6,7,151
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,21,2,5,63
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,20,10,6,42
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,19,1,5,154
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,18,16,7,87
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,17,7,5,80
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,16,2,7,100
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,15,8,5,43
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,14,7,6,62
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,13,17,7,106
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,12,1,5,114
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,11,13,5,106
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,10,12,6,45
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,9,10,5,112
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,8,12,5,17
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,7,7,7,41
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,6,5,6,44
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,5,17,7,62
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,4,0,7,83
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,3,0,6,153
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,2,10,5,60
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-24,1,5,7,26
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,24,14,7,21
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,23,10,5,34
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,22,11,6,69
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,21,12,5,124
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,20,1,6,119
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,19,10,5,92
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,18,13,5,18
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,17,12,6,35
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,16,1,7,81
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,15,9,5,145
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,14,13,7,119
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,13,5,5,70
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,12,3,6,29
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,11,9,7,55
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,10,0,5,62
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,9,7,7,80
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,8,14,7,156
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,7,12,7,24
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,6,7,7,120
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,5,8,5,54
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,4,9,6,93
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,3,14,6,89
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,2,12,6,95
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-23,1,4,5,37
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,24,9,5,28
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,23,1,7,39
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,22,0,6,87
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,21,5,5,49
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,20,9,6,36
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,19,5,7,69
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,18,8,6,91
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,17,19,6,74
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,16,11,5,61
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,15,3,6,93
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,14,4,7,59
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,13,14,7,157
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,12,18,6,87
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,11,14,6,103
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,10,11,5,147
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,9,4,7,90
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,8,8,7,141
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,7,9,7,114
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,6,10,6,120
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,5,12,7,54
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,4,5,5,78
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,3,7,6,102
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,2,12,7,48
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-22,1,19,6,143
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,24,0,7,117
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,23,3,6,59
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,22,8,5,86
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,21,17,7,113
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,20,0,7,122
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,19,11,5,114
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,18,6,5,57
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,17,10,5,36
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,16,4,5,110
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,15,11,5,63
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,14,10,5,48
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,13,1,6,24
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,12,15,5,23
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,11,1,6,132
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,10,17,7,74
1,Estación Avenida Constitución,43.529806,-5.673428,2020-03-21,9,16,5,141
